"FID_WDPA_O,N,10,0","WDPAID,N,19,15","WDPA_PID,C,52","PA_DEF,C,20",NAME,"ORIG_NAME,C,254","DESIG,C,254","DESIG_ENG,C,254","DESIG_TYPE,C,20","IUCN_CAT,C,20","STATUS,C,100","STATUS_YR,N,9,0","GOV_TYPE,C,254","FID_WWW_ed,N,10,0","OBJECTID,N,10,0","NAME_1,C,254","COUNTRY,C,254","TYPE,C,50","Region,C,55","CONTINENT,C,13",sq_km
8970,30604,30604,1,Mirador - R_Áo Azul,Mirador - R_Áo Azul,Parque Nacional,National Park,National,II,Designated,1990,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,3
60068,306780,306780_A,1,Calakmul,Calakmul - Zona N__cleo,Reserva de la Bi__sfera,Biosphere Reserve,National,Ia,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,3
8970,30604,30604,1,Mirador - R_Áo Azul,Mirador - R_Áo Azul,Parque Nacional,National Park,National,II,Designated,1990,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,1
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi__sfera,Biosphere Reserve,National,VI,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,1
8984,30632,30632,1,Fortaleza La Inmaculada Concepci__n de Mar_Áa,Fortaleza La Inmaculada Concepci__n de Mar_Áa,Monumento Historico,Historical Monument,National,III,Designated,1999,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,0
40347,168129,168129,1,Corredor Fronterizo,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Designated,1961,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,0
9429,32359,32359,1,Ci_¨naga de Zapata,Ci_¨naga de Zapata,Parque Nacional,National Park,National,II,Designated,2008,Sub-national ministry or agency,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,10
57390,302627,302627,1,Pen_Ánsula de Zapata,Pen_Ánsula de Zapata,_Ÿrea Protegida de Recursos Manejados,Protected Area of Managed Resources,National,II,Designated,2008,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,10
11749,41013,41013,1,Patuca,Patuca,Parque Nacional,National Park,National,VI,Designated,1987,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
27129,145584,145584,1,Reserva de Biosfera Bosawas,Reserva de Biosfera Bosawas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
11762,41045,41045,1,Tawahka Asagni,Tawahka Asagni,Reserva Bi__sfera,Biosphere Reserve,National,VI,Designated,1999,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
27129,145584,145584,1,Reserva de Biosfera Bosawas,Reserva de Biosfera Bosawas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
11798,61062,61062,1,Cerro Cola Blanca,Cerro Cola Blanca,Reserva Natural,Nature Reserve,National,IV,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,105
27129,145584,145584,1,Reserva de Biosfera Bosawas,Reserva de Biosfera Bosawas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,105
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,338
18506,107539,107539,1,Balam-Kin,Balam-Kin,Zona Sujeta a Conservaci__n Ecol__gica,Ecological Conservation,National,Not Reported,Designated,1999,Sub-national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,338
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,1501
60068,306780,306780_A,1,Calakmul,Calakmul - Zona N__cleo,Reserva de la Bi__sfera,Biosphere Reserve,National,Ia,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,1501
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,3311
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi__sfera,Biosphere Reserve,National,VI,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,3311
11805,61401,61401,1,Regi__n de Calakmul,Regi__n de Calakmul,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1993,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,4045
81535,354053,354053,1,Balam-Ku,Balam-Ku,Zona Sujeta a Conservaci__n Ecol__gica,Ecological Conservation,National,Not Reported,Designated,2003,Sub-national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,4045
11909,62046,62046,1,Rus Rus,Rus Rus,Reserva Biol__gica,Biological Reserve,National,IV,Proposed,2002,Indigenous peoples,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,1
27129,145584,145584,1,Reserva de Biosfera Bosawas,Reserva de Biosfera Bosawas,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2001,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,1
13751,67982,67982,1,Parque Nacional Laguna del Tigre,Parque Nacional Laguna del Tigre,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1990,Not Reported,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,1
18982,115081,115081,1,Laguna del Tigre -R_Áo Escondido-,Laguna del Tigre - R_Áo Escondido,Biotopo Protegido,Protected Biotope,National,II,Designated,1990,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,1
13892,68135,68135,1,San San-Pond Sak,San San-Pond Sak,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1993,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,107
17673,102254,102254,1,San San Pond Sak,San San Pond Sak,Humedal de Importancia Internacional,Wetland,National,Not Reported,Designated,1994,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,107
17065,99631,99631,1,General de Divisi__n Omar Torrijos Herrera,General de Divisi__n Omar Torrijos Herrera,Parque Nacional,National Park,National,II,Designated,1986,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
18433,107292,107292,1,Donoso,Donoso,_Ÿrea de Uso M__ltiple,Multiple Use Areas,National,VI,Designated,2009,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
17067,99651,99651,1,Bacalar Chico,Bacalar Chico,Bacalar Chico Marine Reserve,Marine Reserve,National,IV,Designated,1996,Federal or national ministry or agency,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,12
19719,124383,124383,1,Belize Barrier Reef Reserve System,R_¨seau de r_¨serves du r_¨cif de la barri_Àre du Belize,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1996,Not Reported,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,12
17817,102817,102817,1,Naacht__n - Dos Lagunas,Naacht__n - Dos Lagunas,Biotopo Protegido,Protected Biotope,National,II,Designated,1990,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
60068,306780,306780_A,1,Calakmul,Calakmul - Zona N__cleo,Reserva de la Bi__sfera,Biosphere Reserve,National,Ia,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,2
17817,102817,102817,1,Naacht__n - Dos Lagunas,Naacht__n - Dos Lagunas,Biotopo Protegido,Protected Biotope,National,II,Designated,1990,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
60069,306780,306780_B,1,Calakmul,Calakmul - Zona de Amortiguamiento,Reserva de la Bi__sfera,Biosphere Reserve,National,VI,Designated,1989,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
18786,108043,108043,1,"Santuario del Manat_Á, Bah_Áa de Chetumal","Santuario del Manat_Á, Bah_Áa de Chetumal",Zona Sujeta a Conservaci__n Ecol__gica,Ecological Conservation,National,Not Reported,Designated,2008,Sub-national ministry or agency,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,2
57183,301909,301909,1,Corozal Bay,Corozal Bay,Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Designated,1998,Collaborative governance,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,2
19518,116297,116297,1,Vaca,Vaca,Forest Reserve,Forest Reserve,National,VI,Designated,1991,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
57196,301932,301932,1,Nojkaaxmeen Eligio Panti,Nojkaaxmeen Eligio Panti,National Park,National Park,National,II,Designated,2001,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
19719,124383,124383,1,Belize Barrier Reef Reserve System,R_¨seau de r_¨serves du r_¨cif de la barri_Àre du Belize,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1996,Not Reported,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,30
57210,301985,301985,1,Bacalar Chico,Bacalar Chico,National Park,National Park,National,V,Designated,1996,Federal or national ministry or agency,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,30
27090,145525,145525,1,Humedal Caribe Noreste,Humedal Caribe Noreste,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1996,Not Reported,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,59
40347,168129,168129,1,Corredor Fronterizo,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Designated,1961,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,59
27090,145525,145525,1,Humedal Caribe Noreste,Humedal Caribe Noreste,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1996,Not Reported,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,11
57279,302128,302128,1,R_Áo San Juan,R_Áo San Juan,Refugio de Vida Silvestre,Wildlife Refuge,National,IV,Designated,1999,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,11
40347,168129,168129,1,Corredor Fronterizo,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Designated,1961,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,2
57279,302128,302128,1,R_Áo San Juan,R_Áo San Juan,Refugio de Vida Silvestre,Wildlife Refuge,National,IV,Designated,1999,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,2
56385,198339,198339,1,Ci_¨naga de Zapata,Ci_¨naga de Zapata,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,528
57390,302627,302627,1,Pen_Ánsula de Zapata,Pen_Ánsula de Zapata,_Ÿrea Protegida de Recursos Manejados,Protected Area of Managed Resources,National,II,Designated,2008,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,528
56385,198339,198339,1,Ci_¨naga de Zapata,Ci_¨naga de Zapata,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,5
59698,306265,306265,1,Sureste de El Ingl_¨s,Sureste de El Ingl_¨s,Refugio de Fauna,Wildlife Refuge,National,IV,Proposed,2008,Sub-national ministry or agency,55,76,,Cuba,WCS areas of work,Mesoamerica,North America,5
57183,301909,301909,1,Corozal Bay,Corozal Bay,Wildlife Sanctuary,Wildlife Sanctuary,National,IV,Designated,1998,Collaborative governance,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,0
57201,301942,301942,1,Cerro Maya,Cerro Maya,Archaeological Reserve,Archaeological Reserve,National,VI,Designated,1976,Federal or national ministry or agency,56,80,Meso Reef,Belize,WCS areas of work,Mesoamerica,North America,0
120,163,163,1,Chirripo,Chirripo,Parque Nacional,National Park,National,II,Designated,1975,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
1324,2553,2553,1,Internacional La Amistad,Internacional La Amistad,Parque Nacional,National Park,National,II,Designated,1982,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
120,163,163,1,Chirripo,Chirripo,Parque Nacional,National Park,National,II,Designated,1975,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
18874,108173,108173,1,Tapanti-Macizo de la Muerte,Tapanti-Macizo de la Muerte,Parque Nacional,National Park,National,II,Designated,2000,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
144,201,201,1,R_Áo Pl_’tano,R_Áo Pl_’tano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1980,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
2116,5002,5002,1,R_Áo Pl_’tano Biosphere Reserve,R_¨serve de la biosph_Àre R_Áo Pl_’tano,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1982,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
11744,40997,40997,1,Sierra de R_Áo Tinto,Sierra de R_Áo Tinto,Parque Nacional,National Park,National,VI,Proposed,2011,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
144,201,201,1,R_Áo Pl_’tano,R_Áo Pl_’tano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1980,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
2116,5002,5002,1,R_Áo Pl_’tano Biosphere Reserve,R_¨serve de la biosph_Àre R_Áo Pl_’tano,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1982,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
11749,41013,41013,1,Patuca,Patuca,Parque Nacional,National Park,National,VI,Designated,1987,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,0
144,201,201,1,R_Áo Pl_’tano,R_Áo Pl_’tano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1980,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,4896
2116,5002,5002,1,R_Áo Pl_’tano Biosphere Reserve,R_¨serve de la biosph_Àre R_Áo Pl_’tano,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1982,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,4896
11750,41014,41014,1,R_Áo Pl_’tano,R_Áo Pl_’tano,Reserva Bi__sfera,Biosphere Reserve,National,VI,Designated,1980,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,4896
144,201,201,1,R_Áo Pl_’tano,R_Áo Pl_’tano,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,1980,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,3
2116,5002,5002,1,R_Áo Pl_’tano Biosphere Reserve,R_¨serve de la biosph_Àre R_Áo Pl_’tano,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1982,Not Reported,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,3
11762,41045,41045,1,Tawahka Asagni,Tawahka Asagni,Reserva Bi__sfera,Biosphere Reserve,National,VI,Designated,1999,Federal or national ministry or agency,54,73,,Nicaragua,WCS areas of work,Mesoamerica,North America,3
170,240,240,1,Volc_’n Bar__,Volc_’n Bar__,Parque Nacional,National Park,National,II,Designated,1976,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
56388,198343,198343,1,Reserva de la Bi__sfera de La Amistad,Reserva de la Bi__sfera de La Amistad,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
1324,2553,2553,1,Internacional La Amistad,Internacional La Amistad,Parque Nacional,National Park,National,II,Designated,1982,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
4544,12491,12491,1,Las Tablas,Las Tablas,Zona Protectora,Protected Zone,National,IV,Designated,1981,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
1324,2553,2553,1,Internacional La Amistad,Internacional La Amistad,Parque Nacional,National Park,National,II,Designated,1982,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
11890,61925,61925,1,Rio Banano,Rio Banano,Zona Protectora,Protected Zone,National,IV,Designated,1990,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
1324,2553,2553,1,Internacional La Amistad,Internacional La Amistad,Parque Nacional,National Park,National,II,Designated,1982,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,15
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,15
56388,198343,198343,1,Reserva de la Bi__sfera de La Amistad,Reserva de la Bi__sfera de La Amistad,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,15
1603,3305,3305,1,Mountain Pine Ridge,Mountain Pine Ridge,Mountain Pine Ridge Forest Reserve,Forest Reserve,National,VI,Designated,1959,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
1604,3306,3306,1,Chiquibul,Chiquibul,Forest Reserve,Forest Reserve,National,VI,Designated,1956,Collaborative governance,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
6804,20230,20230,1,Chiquibul,Chiquibul,National Park,National Park,National,II,Designated,1991,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
1611,3315,3315,1,Rio Macho,Rio Macho,Reserva Forestal,Biological Reserve,National,VI,Designated,1964,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
6484,19377,19377,1,Cuenca del Rio Tuis,Cuenca del Rio Tuis,Zona Protectora,Protected Zone,National,IV,Designated,1986,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
1611,3315,3315,1,Rio Macho,Rio Macho,Reserva Forestal,Biological Reserve,National,VI,Designated,1964,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
18874,108173,108173,1,Tapanti-Macizo de la Muerte,Tapanti-Macizo de la Muerte,Parque Nacional,National Park,National,II,Designated,2000,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
1612,3316,3316,1,Los Santos,Los Santos,Reserva Forestal,Biological Reserve,National,VI,Designated,1975,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
18874,108173,108173,1,Tapanti-Macizo de la Muerte,Tapanti-Macizo de la Muerte,Parque Nacional,National Park,National,II,Designated,2000,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,0
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,15
4544,12491,12491,1,Las Tablas,Las Tablas,Zona Protectora,Protected Zone,National,IV,Designated,1981,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,15
56388,198343,198343,1,Reserva de la Bi__sfera de La Amistad,Reserva de la Bi__sfera de La Amistad,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,15
3804,10903,10903,1,Talamanca Range-La Amistad Reserves / La Amistad National Park,R_¨serves de la cordill_Àre de Talamanca-La Amistad / Parc national La Amistad,World Heritage Site (natural or mixed),World Heritage Site (natural or mixed),International,Not Applicable,Inscribed,1983,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,846
5742,17185,17185,1,Palo Seco,Palo Seco,Bosque Protector,Protective Forest,National,V,Designated,1983,Federal or national ministry or agency,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,846
56388,198343,198343,1,Reserva de la Bi__sfera de La Amistad,Reserva de la Bi__sfera de La Amistad,UNESCO-MAB Biosphere Reserve,UNESCO-MAB Biosphere Reserve,International,Not Applicable,Designated,2000,Not Reported,57,81,,"Cost Rica, Panama",Partners work here,Mesoamerica,North America,846
4451,12229,12229,1,Sittee River,Sittee River,Forest Reserve,Forest Reserve,National,VI,Designated,1977,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
6804,20230,20230,1,Chiquibul,Chiquibul,National Park,National Park,National,II,Designated,1991,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
57191,301918,301918,1,Victoria Peak,Victoria Peak,Natural Monument,Natural Monument,National,III,Designated,1998,Federal or national ministry or agency,53,68,Maya Forest,"Guatemala, Mexico, Belize",WCS areas of work,Mesoamerica,North America,0
4546,12493,12493,1,Barra del Colorado,Barra del Colorado,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Designated,1985,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,0
27090,145525,145525,1,Humedal Caribe Noreste,Humedal Caribe Noreste,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,Not Reported,Designated,1996,Not Reported,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,0
40347,168129,168129,1,Corredor Fronterizo,Corredor Fronterizo,Refugio Nacional de Vida Silvestre,National Wildlife Refuge,National,VI,Designated,1961,Federal or national ministry or agency,106,52,,"Nicaragua, Costa Rica",,Mesoamerica,North America,0
