FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Reason,sq_km
14887,0,49027,Caribbean,Dominican Republic,DOM,Reserva Forestal Barrero,Reserva Forestal Barrero,,18.4615080084,-70.9685770584,,confirmed,,31056,whole,2,CEPF Caribbean Profile 2017,Boundary taken from the August 2019 WDPA,3. draft polygon,CEPF Caribbean Profile 2017,,09/06/19,,,VU,31,49,,,Dominican Republic,Hispanola,,311
14938,0,49028,Caribbean,Haiti,HTI,Anse-├á-Pitres,Anse-├á-Pitres,,18.0779332617,-71.7732654735,,confirmed,,3769,little/none,0,CEPF Caribbean Profile 2017,"Limestone terraces where Ricor'ds Iguana has been recorded, stakeholder input.",3. draft polygon,CEPF Caribbean Profile 2017,,09/16/19,,,CR/EN,31,49,,,Dominican Republic,Hispanola,,38
14939,0,49029,Caribbean,Haiti,HTI,Parc National Naturel Fore╠ét des Pins - Unite╠ü 1,Parc National Naturel Fore╠ét des Pins - Unite╠ü 1,,18.3089870419,-71.776272739,,confirmed,,6777,whole,0,CEPF Caribbean Profile 2017,Based on WDPA August 2019 polygon. Overlaps present with Massif de la Selle AZE which will later be reviewed.,4. refined polygon,CEPF Caribbean Profile 2017,,09/16/19,,,"CR/EN, VU",31,49,,,Dominican Republic,Hispanola,,68
15123,0,19881,Caribbean,Dominican Republic,DOM,Bahoruco Oriental,Eastern Bahoruco,DO009,18.1367209511,-71.1809500985,confirmed,confirmed,confirmed,6325,whole,1,"IBA Directory Process. Hedges, B., Inchaustegui, S. & Powell, R. 2004. Eleutherodactylus rufifemoralis. The IUCN Red List of Threatened Species 2004: e.T56931A11556484. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56931A11556484.en. Downloaded on 24 Febr",Recieved from Partner via Regional Office and Boundary taken from the August 2019 WDPA,3. draft polygon,AZE (2018) / CEPF Caribbean Profile 2017,,10/09/09,,12/05/19,"CR/EN, VU, endemic",31,49,,,Dominican Republic,Hispanola,,63
15134,0,14424,South America,Colombia,COL,Cerro Pintado (Serran├¡a de Perij├í),Cerro Pintado (Serran├¡a de Perij├í),CO071,10.4949822264,-72.8840699998,confirmed,confirmed,confirmed,9297,most,2,Original boundary defined by the IBA Directory Processes was retained by the 2015 CEPF Hotspot Profile. WDPA Jan 2020,Recieved from Regional Office. WDPA Jan 2020,3. draft polygon,BirdLife / CEPF,,07/18/13,,01/31/20,"CR/EN, VU, endemic, other",23,32,,,Colombia y Venezuela,Perij├í,,93
15145,0,14446,South America,Colombia,COL,Parque Nacional Natural Tayrona,Parque Nacional Natural Tayrona,CO006,11.3158002328,-74.0626589934,confirmed,,,19309,whole,3,IBA Directory Process,Recieved from Regional Office. WDPA Jan 2020,3. draft polygon,,,10/09/09,,02/03/20,"CR/EN, VU, endemic, other",22,31,,,Colombia,Sierra Nevada de Santa Marta,,51
15508,0,26529,South America,Colombia,COL,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,Sierra Nevada de Santa Marta National Natural Park and surrounding areas,,10.9327285724,-73.5994211318,,confirmed,confirmed,401448,most,3,"G├│mez-Laverde, M. & Pacheco, V. 2008. Thomasomys monochromos. The IUCN Red List of Threatened Species 2008: e.T21783A9318786. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T21783A9318786.en. Downloaded on 27 December 2016.; Patterson, B. & Lacher, T. 2011",Slight change from existing AZE.  Polygon based on Protected Area March 2020 boundary,3. draft polygon,AZE (2018),,02/10/16,,03/26/20,"CR/EN, VU",22,31,,,Colombia,Sierra Nevada de Santa Marta,,3529
15536,0,19256,Central America,Panama,PAN,Archipi├®lago de Bocas del Toro,Bocas del Toro Archipelago,PA002,9.2827698584,-82.1900410473,confirmed,,,23080,little/none,1,IBA Directory Process,Recieved from Partner via Regional Office. Digitized from GADM v3.6.,4. refined polygon,,,10/09/09,,,VU,35,53,,,"Cost Rica, Panama",,,171
15630,0,14976,South America,Venezuela,VEN,Zona Protectora San Rafael de Guasare,Zona Protectora San Rafael de Guasare,VE017,10.8333044343,-72.3913639145,confirmed,confirmed,,362355,most,1,Original boundary defined by IBA Directory Process was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office. Modified boundary to country limits based on GADM v3.6 administrative layer.,3. draft polygon,Birdlife International,,07/18/13,,07/10/20,"CR/EN, VU, endemic, other",23,32,,,Colombia y Venezuela,Perij├í,,2343
15631,0,14930,South America,Venezuela,VEN,Parque Nacional Perij├í,Parque Nacional Perij├í,VE018,9.6672650185,-72.9843018395,confirmed,confirmed,confirmed,299945,whole,2,Original boundary defined by IBA Directory Process was retained by the 2015 CEPF Hotspot Profile,Recieved from Partner via Regional Office. Modified boundary to country limits based on GADM v3.6 administrative layer.,3. draft polygon,Birdlife International,,07/18/13,,07/10/20,"CR/EN, VU, endemic, migratory birds/congregations, other",23,32,,,Colombia y Venezuela,Perij├í,,2999
15693,0,10186,North America,Mexico,MEX,R├¡a Lagartos,R├¡a Lagartos,MX186,21.5072573369,-87.8547133877,confirmed,,,88359,most,5,Recieved from David Dias in 2009,Recieved from David Dias in 2009 but refer to sites not yet confirmed in WBDB or released for public use. Extended to include the CI KBA 2009 boundary.,3. draft polygon,BirdLife International,,10/21/09,,09/10/20,"VU, endemic, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,190
15694,0,10187,North America,Mexico,MEX,Yum Bal├ím,Yum Bal├ím,MX187,21.4830408436,-87.2911797294,confirmed,,,185162,whole,2,Recieved from David Dias in 2009,Recieved from David Dias in 2009 but refer to sites not yet confirmed in WBDB or released for public use. Extended to include CI 2009 KBA boundary.,3. draft polygon,BirdLife International,,10/21/09,,09/10/20,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1482
2569,0,10171,North America,Mexico,MEX,Calakmul,Calakmul,MX171,18.3623965171,-89.6502641609,confirmed,,,714525,whole,4,Recieved from David Dias in 2009,Recieved from David Dias in 2009 but refer to sites not yet confirmed in WBDB or released for public use,3. draft polygon,,,10/21/09,,,"VU, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,10
3723,0,20355,Central America,Guatemala,GTM,Maya - Lacand├│n,Maya - Lacand├│n,GT001,17.3353576937,-90.1462032455,confirmed,,,2091806,whole,39,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,10
2575,0,10180,North America,Mexico,MEX,Sur de Quintana Roo,Sur de Quintana Roo,MX180,18.1915593266,-89.216059972,confirmed,,,322883,little/none,0,Recieved from David Dias in 2009,Recieved from David Dias in 2009 but refer to sites not yet confirmed in WBDB or released for public use,3. draft polygon,,,10/21/09,,,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,40
3723,0,20355,Central America,Guatemala,GTM,Maya - Lacand├│n,Maya - Lacand├│n,GT001,17.3353576937,-90.1462032455,confirmed,,,2091806,whole,39,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,40
2575,0,10180,North America,Mexico,MEX,Sur de Quintana Roo,Sur de Quintana Roo,MX180,18.1915593266,-89.216059972,confirmed,,,322883,little/none,0,Recieved from David Dias in 2009,Recieved from David Dias in 2009 but refer to sites not yet confirmed in WBDB or released for public use,3. draft polygon,,,10/21/09,,,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,2
3907,0,20760,Central America,Belize,BLZ,Rio Bravo CMA  Gallon Jug Estate,Rio Bravo CMA  Gallon Jug Estate,BZ002,17.6591541783,-88.9106756326,confirmed,,,175476,most,5,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,2
3523,0,19265,Central America,Panama,PAN,Santa Clara,Santa Clara,PA008,8.855544417,-82.7218911252,confirmed,,,8879,little/none,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,2
14521,0,19263,Central America,Panama,PAN,Parque Internacional La Amistad,La Amistad International Park,PA003,9.1382269474,-82.71581326,confirmed,confirmed,confirmed,208345,whole,5,"IUCN SSC Amphibian Specialist Group & NatureServe. 2014. Bolitoglossa compacta. The IUCN Red List of Threatened Species 2014: e.T59148A3076736. http://dx.doi.org/10.2305/IUCN.UK.2014-1.RLTS.T59148A3076736.en. Downloaded on 24 February 2017.; Sol├¡s, F.,",No change from existing AZE (merge of KBAs 19263 and 22557 wth small hollow filled in),4. refined polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,2
3524,0,19266,Central America,Panama,PAN,Parque Nacional Volc├ín Bar├║,Volc├ín Bar├║ National Park,PA009,8.8095300383,-82.5426049776,confirmed,,,14154,whole,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14521,0,19263,Central America,Panama,PAN,Parque Internacional La Amistad,La Amistad International Park,PA003,9.1382269474,-82.71581326,confirmed,confirmed,confirmed,208345,whole,5,"IUCN SSC Amphibian Specialist Group & NatureServe. 2014. Bolitoglossa compacta. The IUCN Red List of Threatened Species 2014: e.T59148A3076736. http://dx.doi.org/10.2305/IUCN.UK.2014-1.RLTS.T59148A3076736.en. Downloaded on 24 February 2017.; Sol├¡s, F.,",No change from existing AZE (merge of KBAs 19263 and 22557 wth small hollow filled in),4. refined polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
3532,0,19277,Central America,Panama,PAN,Bosques del Golfo de los Mosquitos,Golfo de los Mosquitos Forests,PA016,8.8793128466,-80.723066099,confirmed,,,201268,most,1,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic",35,53,,,"Cost Rica, Panama",,,0
3537,0,19284,Central America,Panama,PAN,Parque Nacional General de Divisi├│n Omar Torrijos Herrera,General de Divisi├│n Omar Torrijos Herrera National Park,PA023,8.6790162716,-80.6531502783,confirmed,,,25398,whole,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic",35,53,,,"Cost Rica, Panama",,,0
3723,0,20355,Central America,Guatemala,GTM,Maya - Lacand├│n,Maya - Lacand├│n,GT001,17.3353576937,-90.1462032455,confirmed,,,2091806,whole,39,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
3907,0,20760,Central America,Belize,BLZ,Rio Bravo CMA  Gallon Jug Estate,Rio Bravo CMA  Gallon Jug Estate,BZ002,17.6591541783,-88.9106756326,confirmed,,,175476,most,5,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"VU, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
3723,0,20355,Central America,Guatemala,GTM,Maya - Lacand├│n,Maya - Lacand├│n,GT001,17.3353576937,-90.1462032455,confirmed,,,2091806,whole,39,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
3908,0,20761,Central America,Belize,BLZ,Maya Mountains and southern reserves,Maya Mountains and southern reserves,BZ006,16.7629079454,-88.8092913268,confirmed,,,643876,most,30,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,0
3725,0,20358,Central America,Guatemala,GTM,Chiquibul,Chiquibul,GT003,16.5491485956,-89.2827444162,confirmed,,,144587,whole,7,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,VU,32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3908,0,20761,Central America,Belize,BLZ,Maya Mountains and southern reserves,Maya Mountains and southern reserves,BZ006,16.7629079454,-88.8092913268,confirmed,,,643876,most,30,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3755,0,26572,Central America,Costa Rica,CRI,Cordillera de Talamanca Norte,Cordillera de Talamanca Norte,,9.5984317344,-83.7285181351,,confirmed,confirmed,235679,most,12,Created by AZE process from various sources,KBA,3. draft polygon,AZE (2018),,10/09/09,,,CR/EN,35,53,,,"Cost Rica, Panama",,,1640
14726,0,20410,Central America,Costa Rica,CRI,Cordillera de Talamanca,Talamanca Highlands,CR009,9.4729640819,-83.4614945584,confirmed,,,433511,most,17,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"VU, endemic, other",35,53,,,"Cost Rica, Panama",,,1640
3758,0,20413,Central America,Costa Rica,CRI,Fila Coste├▒a,Fila Coste├▒a,CR013,8.9132832324,-83.3175495012,confirmed,,,116488,little/none,6,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,0
14263,0,20414,Central America,Costa Rica,CRI,Humedales de Sierpe y Pen├¡nsula de Osa,Sierpe Wetlands and Osa Peninsula,CR014,8.6597094475,-83.4666743939,confirmed,confirmed,confirmed,227240,most,23,"Sol├¡s, F., Ib├í├▒ez, R., Chaves, G., Savage, J., Bola├▒os, F., Jaramillo, C., Fuenmayor, Q. & Kubicki, B. 2008. Craugastor taurus. The IUCN Red List of Threatened Species 2008: e.T56995A11554336. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T56995A115543",No change from existing AZE,3. draft polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, migratory birds/congregations, other",35,53,,,"Cost Rica, Panama",,,0
3760,0,20416,Central America,Costa Rica,CRI,Llanuras y humedales del Caribe,Caribbean lowlands and wetlands,CR016,10.6219198479,-83.8858993849,confirmed,,,417040,most,9,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, migratory birds/congregations, other",34,52,,,"Nicaragua, Costa Rica",,,35
3798,0,20460,Central America,Nicaragua,NIC,R├¡o San Juan - La Inmaculada Concepcion de Maria,San Juan River - La Inmaculada Concepcion de Maria,NI033,10.8788806899,-83.9179869149,confirmed,,,51339,whole,5,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU",34,52,,,"Nicaragua, Costa Rica",,,35
3763,0,20419,Central America,Costa Rica,CRI,La Amistad Caribe,La Amistad Caribe,CR020,9.7273496641,-83.2641159677,confirmed,,,362815,some,14,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,559
13837,0,26569,Central America,Costa Rica,CRI,Barbilla - Pacuare,Barbilla - Pacuare,,9.96258864,-83.4432108029,,confirmed,confirmed,62343,some,4,"Bola├▒os, F., Wake, D. & Savage, J. 2008. Nototriton major. The IUCN Red List of Threatened Species 2008: e.T59298A11902166. http://dx.doi.org/10.2305/IUCN.UK.2008.RLTS.T59298A11902166.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),,07/18/13,,,CR/EN,35,53,,,"Cost Rica, Panama",,,559
3763,0,20419,Central America,Costa Rica,CRI,La Amistad Caribe,La Amistad Caribe,CR020,9.7273496641,-83.2641159677,confirmed,,,362815,some,14,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,4
14521,0,19263,Central America,Panama,PAN,Parque Internacional La Amistad,La Amistad International Park,PA003,9.1382269474,-82.71581326,confirmed,confirmed,confirmed,208345,whole,5,"IUCN SSC Amphibian Specialist Group & NatureServe. 2014. Bolitoglossa compacta. The IUCN Red List of Threatened Species 2014: e.T59148A3076736. http://dx.doi.org/10.2305/IUCN.UK.2014-1.RLTS.T59148A3076736.en. Downloaded on 24 February 2017.; Sol├¡s, F.,",No change from existing AZE (merge of KBAs 19263 and 22557 wth small hollow filled in),4. refined polygon,AZE (2018),,10/09/09,,,"CR/EN, VU, endemic, other",35,53,,,"Cost Rica, Panama",,,4
3780,0,20440,Central America,Nicaragua,NIC,Bosawas,Bosawas,NI024,14.1824592086,-85.0288595706,confirmed,,,773649,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",33,51,,,"Honduras, Nicaragua",,,34
4336,0,23469,Central America,Honduras,HND,Tawahka,Tawahka,HN013,14.8922536939,-85.0897273482,confirmed,,,252016,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, other",33,51,,,"Honduras, Nicaragua",,,34
3780,0,20440,Central America,Nicaragua,NIC,Bosawas,Bosawas,NI024,14.1824592086,-85.0288595706,confirmed,,,773649,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",33,51,,,"Honduras, Nicaragua",,,161
4337,0,23471,Central America,Honduras,HND,Parque Nacional Patuca,Parque Nacional Patuca,HN016,14.4312838301,-85.4465811358,confirmed,,,376485,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,161
3791,0,20453,Central America,Nicaragua,NIC,Bah├¡a de Bluefields y paisaje aleda├▒o,Bluefields Bay and adjacent landscape,NI028,11.9232224003,-83.8176352242,confirmed,,,109482,most,3,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, endemic",34,52,,,"Nicaragua, Costa Rica",,,0
3792,0,20454,Central America,Nicaragua,NIC,Cerro Silva,Silva Hill,NI029,11.7550804928,-83.9672670057,confirmed,,,217028,whole,3,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU",34,52,,,"Nicaragua, Costa Rica",,,0
3795,0,20457,Central America,Nicaragua,NIC,Indio Ma├¡z,Indio Ma├¡z,NI032,11.0784133283,-84.021967613,confirmed,,,320801,whole,4,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",34,52,,,"Nicaragua, Costa Rica",,,0
3798,0,20460,Central America,Nicaragua,NIC,R├¡o San Juan - La Inmaculada Concepcion de Maria,San Juan River - La Inmaculada Concepcion de Maria,NI033,10.8788806899,-83.9179869149,confirmed,,,51339,whole,5,IBA Directory Process,Recieved from Partner via Regional Office,3. draft polygon,,,10/09/09,,,"CR/EN, VU",34,52,,,"Nicaragua, Costa Rica",,,0
3908,0,20761,Central America,Belize,BLZ,Maya Mountains and southern reserves,Maya Mountains and southern reserves,BZ006,16.7629079454,-88.8092913268,confirmed,,,643876,most,30,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3910,0,20763,Central America,Belize,BLZ,Crooked Tree and associated wetlands,Crooked Tree and associated wetlands,BZ003,17.649880809,-88.5231623582,confirmed,,,160361,some,9,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, VU, endemic, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3908,0,20761,Central America,Belize,BLZ,Maya Mountains and southern reserves,Maya Mountains and southern reserves,BZ006,16.7629079454,-88.8092913268,confirmed,,,643876,most,30,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, VU, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,3
3911,0,20764,Central America,Belize,BLZ,Coastal and near shore islands,Belize Coastal and near shore islands,BZ004,16.9732979375,-88.3774656039,confirmed,,,697013,some,38,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,3
3909,0,20762,Central America,Belize,BLZ,Northeastern Belize,Northeastern Belize,BZ001,18.1612181729,-88.1728449125,confirmed,,,233205,some,14,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3911,0,20764,Central America,Belize,BLZ,Coastal and near shore islands,Belize Coastal and near shore islands,BZ004,16.9732979375,-88.3774656039,confirmed,,,697013,some,38,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3909,0,20762,Central America,Belize,BLZ,Northeastern Belize,Northeastern Belize,BZ001,18.1612181729,-88.1728449125,confirmed,,,233205,some,14,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
13847,0,20766,Central America,Belize,BLZ,Off-shore and Barrier Islands,Belize Off-shore and Barrier Islands,BZ005,17.0389264353,-87.9187174383,confirmed,confirmed,confirmed,1072926,some,41,"Rocha, L.A. 2015. Halichoeres socialis. The IUCN Red List of Threatened Species 2015: e.T187435A46944387. http://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T187435A46944387.en. Downloaded on 26 April 2017.",Based on existing KBA boundaries,4. refined polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, endemic, migratory birds/congregations",32,50,,,"Mexico, Belize",Maya Forest and Coast,,1
3911,0,20764,Central America,Belize,BLZ,Coastal and near shore islands,Belize Coastal and near shore islands,BZ004,16.9732979375,-88.3774656039,confirmed,,,697013,some,38,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, endemic, migratory birds/congregations, other",32,50,,,"Mexico, Belize",Maya Forest and Coast,,67
13847,0,20766,Central America,Belize,BLZ,Off-shore and Barrier Islands,Belize Off-shore and Barrier Islands,BZ005,17.0389264353,-87.9187174383,confirmed,confirmed,confirmed,1072926,some,41,"Rocha, L.A. 2015. Halichoeres socialis. The IUCN Red List of Threatened Species 2015: e.T187435A46944387. http://dx.doi.org/10.2305/IUCN.UK.2015-4.RLTS.T187435A46944387.en. Downloaded on 26 April 2017.",Based on existing KBA boundaries,4. refined polygon,AZE (2018),,10/09/09,,11/21/18,"CR/EN, endemic, migratory birds/congregations",32,50,,,"Mexico, Belize",Maya Forest and Coast,,67
4336,0,23469,Central America,Honduras,HND,Tawahka,Tawahka,HN013,14.8922536939,-85.0897273482,confirmed,,,252016,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, other",33,51,,,"Honduras, Nicaragua",,,0
4337,0,23471,Central America,Honduras,HND,Parque Nacional Patuca,Parque Nacional Patuca,HN016,14.4312838301,-85.4465811358,confirmed,,,376485,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,0
4336,0,23469,Central America,Honduras,HND,Tawahka,Tawahka,HN013,14.8922536939,-85.0897273482,confirmed,,,252016,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, other",33,51,,,"Honduras, Nicaragua",,,0
14222,0,23470,Central America,Honduras,HND,R├¡o Pl├ítano,Rio Platano,HN008,15.4603907555,-84.9074047213,confirmed,confirmed,confirmed,797571,whole,4,"Larry David Wilson, Bruce Young. 2004. Craugastor pechorum. The IUCN Red List of Threatened Species 2004: e.T56838A11543291. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56838A11543291.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,0
4337,0,23471,Central America,Honduras,HND,Parque Nacional Patuca,Parque Nacional Patuca,HN016,14.4312838301,-85.4465811358,confirmed,,,376485,whole,1,Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),Maps created by David Anderson; and then edited by Santiago Garc├¡a and Christian Devenish (based  in WDPA2007),3. draft polygon,,,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,0
14222,0,23470,Central America,Honduras,HND,R├¡o Pl├ítano,Rio Platano,HN008,15.4603907555,-84.9074047213,confirmed,confirmed,confirmed,797571,whole,4,"Larry David Wilson, Bruce Young. 2004. Craugastor pechorum. The IUCN Red List of Threatened Species 2004: e.T56838A11543291. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T56838A11543291.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),,08/13/10,,,"CR/EN, VU, endemic, migratory birds/congregations, other",33,51,,,"Honduras, Nicaragua",,,0
5718,0,19832,Caribbean,Dominican Republic,DOM,Loma Nalga de Maco y R├¡o Limpio,Nalga de Maco-R├¡o Limpio,DO002,19.2329858285,-71.4756952591,confirmed,confirmed,,20350,most,1,IBA Directory Process,Recieved from Partner via Regional Office,4. refined polygon,,,10/09/09,,,"CR/EN, VU, endemic",31,49,,,Dominican Republic,Hispanola,,0
14880,0,19835,Caribbean,Dominican Republic,DOM,Parque Nacional Armando Berm├║dez,Armando Bermudez National Park,DO003,19.1630496121,-71.0965757601,confirmed,confirmed,,80221,whole,1,CEPF Caribbean Profile 2017,Boundary taken from the March 2017 WDPA,4. refined polygon,,,10/09/09,,07/13/17,"CR/EN, VU, endemic",31,49,,,Dominican Republic,Hispanola,,0
