FID_Global,OBJECTID,SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,TRIGGERS,FID_WWW_ed,OBJECTID_1,NAME,at_risk,Map_number,COUNTRY_1,TYPE,CONTINENT,sq_km
9057,0,18208,Asia,India,IND,Brahmagiri Wildlife Sanctuary,Brahmagiri Wildlife Sanctuary,IN185,12.0221829577,75.8722400996,confirmed,confirmed,,18072,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,177
9058,0,18384,Asia,India,IND,Cairn Hill Reserve Forest (Nilgiri),Cairn Hill Reserve Forest (Nilgiri),IN260,11.3857060563,76.6831529964,confirmed,confirmed,,202,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"VU, endemic",68,99,Western Ghats,,,India,,Asia,2
9059,0,45251,Asia,India,IND,Cardamom Hills Reserve Forest,Cardamom Hills Reserve Forest,,9.8957820987,77.1611727517,,confirmed,,38693,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,357
9060,0,18209,Asia,India,IND,Cauvery Wildlife Sanctuary,Cauvery Wildlife Sanctuary,IN186,12.1793993594,77.5341804175,confirmed,confirmed,,58231,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,349
9061,0,24940,Asia,India,IND,Chakra Reserve Forest - Hosanagara Reserve Forest,Chakra Reserve Forest - Hosanagara Reserve Forest,,13.8797355317,74.892581969,,confirmed,,1083,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,11
9062,0,24944,Asia,India,IND,Charmadi Reserve Forest,Charmadi Reserve Forest,,13.0701132909,75.4347328554,,confirmed,,5071,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,51
9063,0,18240,Asia,India,IND,Chimmony Wildlife Sanctuary,Chimmony Wildlife Sanctuary,IN234,10.4431569303,76.4914757997,confirmed,confirmed,,7959,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,79
9064,0,18241,Asia,India,IND,Chinnar Wildlife Sanctuary,Chinnar Wildlife Sanctuary,IN235,10.3108919525,77.1968701232,confirmed,confirmed,,8393,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,84
9065,0,24945,Asia,India,IND,Conoor,Conoor,,11.3500000001,76.8166670001,,confirmed,,305,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,3
9066,0,18210,Asia,India,IND,Dandeli Wildlife Sanctuary,Dandeli Wildlife Sanctuary,IN187,15.1508759534,74.4812624894,confirmed,confirmed,,90264,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,901
9067,0,45252,Asia,India,IND,Erode Forest Division,Erode Forest Division,,11.775510602,77.554356076,,confirmed,,89473,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,CR/EN,68,99,Western Ghats,,,India,,Asia,478
9068,0,18386,Asia,India,IND,Governor's Shola (Nilgiri),Governor's Shola (Nilgiri),IN262,11.3928180602,76.6250624702,confirmed,confirmed,,2286,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"VU, endemic",68,99,Western Ghats,,,India,,Asia,23
9069,0,24947,Asia,India,IND,Haliyal Reserve Forest,Haliyal Reserve Forest,,15.3074375264,74.7178183035,,confirmed,,2916,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,endemic,68,99,Western Ghats,,,India,,Asia,29
9070,0,24949,Asia,India,IND,High Wavy Mountains,High Wavy Mountains,,9.6277308161,77.3753118181,,confirmed,,14306,most,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,116
9071,0,45253,Asia,India,IND,Hosur Forest Division,Hosur Forest Division,,12.3237744724,77.7040056834,,confirmed,,94963,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,CR/EN,68,99,Western Ghats,,,India,,Asia,750
9072,0,24950,Asia,India,IND,Hulikal SF - Hosanagara Reserve Forest,Hulikal SF - Hosanagara Reserve Forest,,13.7246762637,75.0093766175,,confirmed,,1105,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,11
9073,0,18243,Asia,India,IND,Idukki Wildlife Sanctuary,Idukki Wildlife Sanctuary,IN237,9.7792659311,76.9794111808,confirmed,confirmed,,21942,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,219
9074,0,24951,Asia,India,IND,Kabbinale Reserve Forest,Kabbinale Reserve Forest,,12.9065164271,75.6029953186,,confirmed,,7060,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,other,68,99,Western Ghats,,,India,,Asia,71
9075,0,24952,Asia,India,IND,Kagneri Reserve Forest,Kagneri Reserve Forest,,12.8089241404,75.6445384139,,confirmed,,3051,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,other,68,99,Western Ghats,,,India,,Asia,31
9076,0,24953,Asia,India,IND,Kallar forests - Ooty,Kallar forests - Ooty,,11.3402493999,76.864469495,,confirmed,,301,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,3
9078,0,24954,Asia,India,IND,Kanchankumari Reserve Forest,Kanchankumari Reserve Forest,,12.8393009352,75.7025010852,,confirmed,,921,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,other,68,99,Western Ghats,,,India,,Asia,9
9079,0,18216,Asia,India,IND,Kemphole Reserve Forest,Kemphole Reserve Forest,IN193,12.8511417032,75.6550334021,confirmed,confirmed,,3160,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,32
9080,0,24958,Asia,India,IND,Kerti Reserve Forest,Kerti Reserve Forest,,12.1195517742,75.7231383019,,confirmed,,7909,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,79
9081,0,24959,Asia,India,IND,Kidu Reserve Forest  -  Subramanya Reserve Forest,Kidu Reserve Forest  -  Subramanya Reserve Forest,,12.7113192308,75.5974886872,,confirmed,,2816,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,28
9082,0,24960,Asia,India,IND,Kilarmale Reserve Forest - Subramanya Reserve Forest,Kilarmale Reserve Forest - Subramanya Reserve Forest,,12.5505863085,75.5814303868,,confirmed,,4894,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,49
9083,0,24961,Asia,India,IND,Killandur Reserve Forest - Hosanagara Reserve Forest,Killandur Reserve Forest - Hosanagara Reserve Forest,,13.8055086883,74.9518633345,,confirmed,,6470,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,65
9084,0,24962,Asia,India,IND,Kiribag Reserve Forest -  Subramanya Reserve Forest,Kiribag Reserve Forest -  Subramanya Reserve Forest,,12.5781861691,75.6432110117,,confirmed,,4070,some,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,41
9085,0,24964,Asia,India,IND,Kodachadri Reserve Forest - Hosanagara Reserve Forest,Kodachadri Reserve Forest - Hosanagara Reserve Forest,,13.8833908149,74.8631109227,,confirmed,,1123,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,11
9086,0,24965,Asia,India,IND,Kodanad - Nilgiri,Kodanad - Nilgiri,,11.5166594599,76.9166732271,,confirmed,,305,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"VU, endemic",68,99,Western Ghats,,,India,,Asia,3
9087,0,45254,Asia,India,IND,Kollegal Forest Division,Kollegal Forest Division,,11.9774157916,77.4419708758,,confirmed,,109813,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,CR/EN,68,99,Western Ghats,,,India,,Asia,1044
9089,0,18248,Asia,India,IND,Kulahupuzha Reserved Forest,Kulahupuzha Reserved Forest,IN242,8.7942683442,77.1197742695,confirmed,confirmed,de-listed,36329,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,229
9090,0,45255,Asia,India,IND,Kundah Reserve Forest - Avalanche & Bison Swamp,Kundah Reserve Forest - Avalanche & Bison Swamp,,11.2539256222,76.5727840363,,confirmed,,9140,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,91
9092,0,24973,Asia,India,IND,Malayattur Reserve Forest,Malayattur Reserve Forest,,10.2066262696,76.7419386167,confirmed,confirmed,,58972,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,590
9093,0,24978,Asia,India,IND,Metkalgudde Reserve Forest - Shankaranarayan Reserve Forest,Metkalgudde Reserve Forest - Shankaranarayan Reserve Forest,,13.6839143205,74.970112868,,confirmed,,2566,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,26
9094,0,24980,Asia,India,IND,Molem National Park,Molem National Park,,15.3373538406,74.2797426923,,confirmed,,10490,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,4
9095,0,24981,Asia,India,IND,Mookambika Wildlife Sanctuary,Mookambika Wildlife Sanctuary,,13.8131797256,74.8152783906,,confirmed,,39834,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,358
9096,0,18396,Asia,India,IND,Mudumalai National Park,Mudumalai National Park,IN272,11.6045179414,76.5359403288,confirmed,confirmed,,33814,whole,5,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,335
9097,0,18397,Asia,India,IND,Mukurthi National Park (Nilgiris),Mukurthi National Park (Nilgiris),IN273,11.2733498507,76.5091810126,confirmed,confirmed,,8109,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,81
9098,0,18249,Asia,India,IND,Nelliyampathy (Nemmara Division),Nelliyampathy (Nemmara Division),IN243,10.5102145539,76.6971311978,confirmed,confirmed,confirmed,28632,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,286
9099,0,24987,Asia,India,IND,Neria Reserve Forest,Neria Reserve Forest,,13.024170346,75.4947710027,,confirmed,,6596,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,66
9100,0,24988,Asia,India,IND,Netravali Wildlife Sanctuary,Netravali Wildlife Sanctuary,,15.1234356536,74.2482251828,confirmed,confirmed,,21502,whole,4,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,139
9101,0,18250,Asia,India,IND,Neyyar Wildlife Sanctuary,Neyyar Wildlife Sanctuary,IN244,8.558866986,77.2276380764,confirmed,confirmed,,10433,whole,4,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,104
9102,0,45256,Asia,India,IND,Nilgiri North Forest Division,Nilgiri North Forest Division,,11.5233615687,76.7675998888,,confirmed,,53931,some,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,537
9103,0,24990,Asia,India,IND,Padinalknad Reserve Forest - Subramanya Reserve Forest,Padinalknad Reserve Forest - Subramanya Reserve Forest,,12.2095657243,75.5856683779,,confirmed,,18481,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,154
9104,0,45257,Asia,India,IND,Palni Hills (including Kodaikanal Reserve Forest),Palni Hills (including Kodaikanal Reserve Forest),,10.2703762327,77.5271505904,,confirmed,,104294,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,782
9105,0,18251,Asia,India,IND,Parambikulam Wildlife Sanctuary,Parambikulam Wildlife Sanctuary,IN245,10.4149647717,76.7438783885,confirmed,confirmed,,29123,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,291
9106,0,24991,Asia,India,IND,Pattighat Reserve Forest  -  Sampaji Reserve Forest,Pattighat Reserve Forest  -  Sampaji Reserve Forest,,12.4375800344,75.533428007,,confirmed,,14177,some,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,115
9107,0,18253,Asia,India,IND,Peppara Wildlife Sanctuary,Peppara Wildlife Sanctuary,IN247,8.637102264,77.1783580825,confirmed,confirmed,,7882,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,78
9108,0,18254,Asia,India,IND,Periyar Wildlife Sanctuary,Periyar Wildlife Sanctuary,IN248,9.4743538421,77.2195479534,confirmed,confirmed,,78162,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,752
9109,0,18228,Asia,India,IND,Pushpagiri Wildlife Sanctuary,Pushpagiri Wildlife Sanctuary,IN205,12.5925909707,75.6772599838,confirmed,confirmed,,11883,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,119
9110,0,18225,Asia,India,IND,Nagarhole National Park,Nagarhole National Park,IN202,12.0611048513,76.1559544746,confirmed,confirmed,,71365,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,609
9112,0,45258,Asia,India,IND,Sathyamangalam Forest Division (part),Sathyamangalam Forest Division (part),,11.6478695092,77.2609560276,,confirmed,,100024,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU",68,99,Western Ghats,,,India,,Asia,449
9113,0,18232,Asia,India,IND,Sharavathi Valley Wildlife Sanctuary,Sharavathi Valley Wildlife Sanctuary,IN209,14.0912893848,74.7889984758,confirmed,confirmed,,46773,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,421
9114,0,18256,Asia,India,IND,Shendurney Wildlife Sanctuary,Shendurney Wildlife Sanctuary,IN250,8.8873020474,77.1777688951,confirmed,confirmed,,16003,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,160
9115,0,25006,Asia,India,IND,Shiradi Shisale Reserve Forest,Shiradi Shisale Reserve Forest,,12.8726890291,75.5561739324,,confirmed,,9269,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,other,68,99,Western Ghats,,,India,,Asia,93
9116,0,18257,Asia,India,IND,Silent Valley National Park,Silent Valley National Park,IN251,11.1366803489,76.438722849,confirmed,confirmed,,9172,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,84
9117,0,45259,Asia,India,IND,Siruvani Foothills,Siruvani Foothills,,10.9960749142,76.7823009561,,confirmed,,27618,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,274
9118,0,45260,Asia,India,IND,Someshwara Reserve Forest,Someshwara Reserve Forest,,13.428177092,75.0959493227,,confirmed,,11304,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,113
9119,0,18233,Asia,India,IND,Someshwara Wildlife Sanctuary,Someshwara Wildlife Sanctuary,IN210,13.5221655012,75.0136680209,confirmed,confirmed,,11269,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,113
9120,0,18402,Asia,India,IND,Srivilliputhur Wildlife Sanctuary,Srivilliputhur Wildlife Sanctuary,IN278,9.6150004885,77.556184288,confirmed,confirmed,,50673,whole,3,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,177
9121,0,45261,Asia,India,IND,Kalpetta (forest-coffee matrix),Kalpetta (forest-coffee matrix),,11.6425570491,76.2023333313,,confirmed,,19332,some,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,other,68,99,Western Ghats,,,India,,Asia,193
9122,0,25013,Asia,India,IND,Talaimalai Reserve Forest,Talaimalai Reserve Forest,,11.6293747171,77.01534344,,confirmed,,54117,little/none,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,other,68,99,Western Ghats,,,India,,Asia,531
9123,0,18235,Asia,India,IND,Talakaveri Wildlife Sanctuary,Talakaveri Wildlife Sanctuary,IN212,12.3595750942,75.4823031151,confirmed,confirmed,,11111,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,30
9124,0,18404,Asia,India,IND,Thaishola,Thaishola,IN280,11.2121118947,76.6252695041,confirmed,confirmed,,693,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"VU, endemic, other",68,99,Western Ghats,,,India,,Asia,7
9125,0,18258,Asia,India,IND,Thattekkad Wildlife Sanctuary,Thattekkad Wildlife Sanctuary,IN252,10.1110502922,76.7410704548,confirmed,confirmed,,5641,whole,1,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,56
9126,0,25016,Asia,India,IND,Theni Forest Divisions,Theni Forest Divisions,,9.9329686545,77.3139436717,,confirmed,,47613,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,471
9127,0,18405,Asia,India,IND,Tirunelveli Reserve Forest,Tirunelveli Reserve Forest,IN281,9.1792132127,77.3045384127,confirmed,confirmed,,36256,whole,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,358
9128,0,25019,Asia,India,IND,Tombattu Reserve Forest  - Shankaranarayan Reserve Forest,Tombattu Reserve Forest  - Shankaranarayan Reserve Forest,,13.6420097022,75.0021023895,,confirmed,,5511,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,55
9129,0,25022,Asia,India,IND,Varahi SF - HN,Varahi SF - HN,,13.6595827651,75.0303595844,,confirmed,,1712,little/none,0,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,4. refined polygon,CEPF,"CR/EN, endemic",68,99,Western Ghats,,,India,,Asia,17
9130,0,18259,Asia,India,IND,Vazhachal Forest Division,Vazhachal Forest Division,IN253,10.3203790432,76.6598627549,confirmed,confirmed,,39267,little/none,2,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,389
9131,0,18261,Asia,India,IND,Wynaad Wildlife Sanctuary,Wynaad Wildlife Sanctuary,IN255,11.7540581995,76.2686950361,confirmed,confirmed,de-listed,36314,whole,4,Imported from CEPF Western Ghats Hotspot Profile in September 2015,,3. draft polygon,CEPF,"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,363
13173,0,46714,Central Asia,Afghanistan,AFG,Wakhan National Park,Wakhan National Park,,37.0568229473,73.3477560558,,confirmed,,1089075,whole,1,CEPF Central Asia Hotspot Profile,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2019",VU,91,128,ESHKASHIM,,,Afghanistan,,Asia,5
13173,0,46714,Central Asia,Afghanistan,AFG,Wakhan National Park,Wakhan National Park,,37.0568229473,73.3477560558,,confirmed,,1089075,whole,1,CEPF Central Asia Hotspot Profile,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2019",VU,92,129,WAKHAN,,,Afghanistan,,Asia,6131
13174,0,46782,Asia,China (mainland),CHN,Pamir Plateau Nature Reserve,Pamir Plateau Nature Reserve,,37.1745389162,75.4644990657,,confirmed,,738121,little/none,0,CEPF Central Asia Hotspot Profile,"Expert input (XLS screening sheet on A, B and D criteria)",3. draft polygon,"V. Novikov, Mountains of Central Asia CEPF ecosystem profile 2016-2119",VU,92,129,WAKHAN,,,Afghanistan,,Asia,12
13205,0,21853,Central Asia,Tajikistan,TJK,"ðùð░ð┐ð¥ð▓ðÁð┤ð¢ð©ð║ ""ðùð¥ÐÇð║Ðâð╗Ðî""",Zorkul Nature Reserve (Lake Victoria),TJ018,37.4263561089,73.7720841598,confirmed,confirmed,,160392,most,3,Landsat. Original IBA Boundary preserved although site falls within Central Asia Mountains Hotspot.,,3. draft polygon,ZOI and Anna Ten,"CR/EN, migratory birds/congregations, other",92,129,WAKHAN,,,Afghanistan,,Asia,9
13210,0,8002,Central Asia,Afghanistan,AFG,Pamir-i-Buzurg,Big Pamir,AF003,37.1231177345,73.025999585,confirmed,,,82312,whole,1,Original IBA Boundary preserved although site falls within Central Asia Mountains Hotspot,Digitized using Google Earth. Based on site description in IBA Directory. Reviewed by Mike Evans.,3. draft polygon,"Tris Allinson, BirdLife International",other,92,129,WAKHAN,,,Afghanistan,,Asia,3
13211,0,8003,Central Asia,Afghanistan,AFG,Small Pamir,Small Pamir,AF004,37.1950656193,74.1100392659,confirmed,,,383656,little/none,0,Original IBA Boundary preserved although site falls within Central Asia Mountains Hotspot,Digitized using Google Earth. Based on site description in IBA Directory. Reviewed by Mike Evans.,3. draft polygon,"Tris Allinson, BirdLife International","migratory birds/congregations, other",92,129,WAKHAN,,,Afghanistan,,Asia,31
13234,0,21989,Central Asia,Tajikistan,TJK,ðÿÐêð║ð░Ðêð©ð╝,Ishkashim,TJ017,37.0016535869,72.2276176164,confirmed,,,113482,little/none,0,Original IBA Boundary preserved although site falls within Central Asia Mountains Hotspot,Landsat,3. draft polygon,Anna Ten,"CR/EN, other",92,129,WAKHAN,,,Afghanistan,,Asia,7
13950,0,18242,Asia,India,IND,Eravikulam National Park,Eravikulam National Park,IN236,10.2227927316,77.0764655464,confirmed,confirmed,confirmed,11673,whole,2,IUCN SSC Amphibian Specialist Group. 2011. Raorchestes resplendens. The IUCN Red List of Threatened Species 2011: e.T189814A8772103. http://dx.doi.org/10.2305/IUCN.UK.2011-1.RLTS.T189814A8772103.en. Downloaded on 24 February 2017.,Based on existing KBA boundaries,3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,117
13953,0,18389,Asia,India,IND,Indira Gandhi Wildlife Sanctuary and National Park,Indira Gandhi Wildlife Sanctuary and National Park,IN265,10.3837123161,77.0762219738,confirmed,confirmed,confirmed,98686,whole,7,"S.D. Biju, S.P. Vijayakumar, Sushil Dutta. 2004. Indirana phrynoderma. The IUCN Red List of Threatened Species 2004: e.T58314A11763836. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T58314A11763836.en. Downloaded on 24 February 2017.; S.D. Biju, Sushil Du*","Extension of existing AZE ""Indira Gandhi Wildlife Sanctuary and National Park"" to encompass remainder of Rhacophorus pseudomalabaricus distribution - by filling in the site's 'doughnut hole'",3. draft polygon,AZE (2018),"CR/EN, VU, endemic, other",68,99,Western Ghats,,,India,,Asia,981
14019,0,18390,Asia,India,IND,Kalakad-Mundanthurai Tiger Reserve,Kalakad-Mundanthurai Tiger Reserve,IN266,8.6386036654,77.3601801155,confirmed,confirmed,confirmed,81785,whole,6,"S.D. Biju, Sushil Dutta, Robert Inger, M.S. Ravichandran. 2004. Nyctibatrachus vasanthi. The IUCN Red List of Threatened Species 2004: e.T58405A11774299. http://dx.doi.org/10.2305/IUCN.UK.2004.RLTS.T58405A11774299.en. Downloaded on 24 February 2017.",No change from existing AZE,3. draft polygon,AZE (2018),"CR/EN, VU, endemic",68,99,Western Ghats,,,India,,Asia,775
