FID_Globa,"OBJECTID,N,10,0",SITRECID,REGION,COUNTRY,ISO3,NATNAME,INTNAME,FINCODE,SITLAT,SITLONG,IBASTATUS,KBASTATUS,AZESTATUS,SITAREA,PROTECT,NO_PA,SOURCE,DELTXT,DELGEOM,CREATEDBY,ADDEDBY,ADDEDDATE,CHANGEBY,CHANGEDATE,TRIGGERS,FID_strong,OBJECTID_1,SCAPENAME,PROGRAM,COUNTRY_1,Name,Region_1,WCS_SH,Reason,sq_km
7289,0,31148,North America,USA,USA,Noatak River Delta Colony,Noatak River Delta Colony,,67.0288732828,-162.731839158,confirmed,,,30929,some,1,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,309
8121,0,11543,North America,Canada,CAN,Old Crow Flats,Old Crow Flats,CA544,68.0228332059,-139.818193112,confirmed,,,805062,most,6,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,,05/22/09,,04/08/15,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,164
8121,0,11543,North America,Canada,CAN,Old Crow Flats,Old Crow Flats,CA544,68.0228332059,-139.818193112,confirmed,,,805062,most,6,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,,05/22/09,,04/08/15,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,164
8122,0,11545,North America,Canada,CAN,Nunaluk Spit to Herschel Island,Nunaluk Spit to Herschel Island,CA546,69.5419394739,-139.254040534,confirmed,,,98954,some,3,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,,05/22/09,,04/08/15,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,304
8122,0,11545,North America,Canada,CAN,Nunaluk Spit to Herschel Island,Nunaluk Spit to Herschel Island,CA546,69.5419394739,-139.254040534,confirmed,,,98954,some,3,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,,05/22/09,,04/08/15,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,304
8123,0,11546,North America,Canada,CAN,Babbage and Spring River Deltas,Babbage and Spring River Deltas,CA547,69.2036252755,-138.321635231,confirmed,,,44583,most,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,,05/22/09,,04/08/15,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,404
8123,0,11546,North America,Canada,CAN,Babbage and Spring River Deltas,Babbage and Spring River Deltas,CA547,69.2036252755,-138.321635231,confirmed,,,44583,most,2,Original version provided by partner replaced  in April 2015 with new version downloaded from the Canadian IBA website,,4. refined polygon,Bird Studies Canada and Nature Canada,,05/22/09,,04/08/15,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,404
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,1712
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,1712
6990,0,26088,North America,USA,USA,Ledyard Bay,Ledyard Bay,,69.6761085616,-163.680246481,confirmed,,,712083,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,1712
6990,0,26088,North America,USA,USA,Ledyard Bay,Ledyard Bay,,69.6761085616,-163.680246481,confirmed,,,712083,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,1712
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,71
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,71
7214,0,31071,North America,USA,USA,Chukchi Sea Nearshore,Chukchi Sea Nearshore,,71.1138976558,-157.973597502,confirmed,,,795056,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,71
7214,0,31071,North America,USA,USA,Chukchi Sea Nearshore,Chukchi Sea Nearshore,,71.1138976558,-157.973597502,confirmed,,,795056,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,71
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,850
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,850
7228,0,31085,North America,USA,USA,Icy Cape Marine,Icy Cape Marine,,70.4316745544,-162.341613691,confirmed,,,357568,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,850
7228,0,31085,North America,USA,USA,Icy Cape Marine,Icy Cape Marine,,70.4316745544,-162.341613691,confirmed,,,357568,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,850
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,134
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,134
7242,0,31099,North America,USA,USA,Point Lay Marine,Point Lay Marine,,69.9192961318,-162.981306112,confirmed,,,95255,little/none,0,,Provided by Connie Sanchez and Tom Auer of National Audubon in October 2014,4. refined polygon,Audubon,,11/20/14,,,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,134
7242,0,31099,North America,USA,USA,Point Lay Marine,Point Lay Marine,,69.9192961318,-162.981306112,confirmed,,,95255,little/none,0,,Provided by Connie Sanchez and Tom Auer of National Audubon in October 2014,4. refined polygon,Audubon,,11/20/14,,,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,134
7105,0,26244,North America,USA,USA,Teshekpuk Lake-E. Dease Inlet,Teshekpuk Lake-E. Dease Inlet,,70.6047833266,-153.925901011,confirmed,,,910206,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,288
7105,0,26244,North America,USA,USA,Teshekpuk Lake-E. Dease Inlet,Teshekpuk Lake-E. Dease Inlet,,70.6047833266,-153.925901011,confirmed,,,910206,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,288
7194,0,31050,North America,USA,USA,Barrow Canyon & Smith Bay,Barrow Canyon & Smith Bay,,71.2604578209,-154.665581098,confirmed,,,1186010,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,288
7194,0,31050,North America,USA,USA,Barrow Canyon & Smith Bay,Barrow Canyon & Smith Bay,,71.2604578209,-154.665581098,confirmed,,,1186010,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,288
7105,0,26244,North America,USA,USA,Teshekpuk Lake-E. Dease Inlet,Teshekpuk Lake-E. Dease Inlet,,70.6047833266,-153.925901011,confirmed,,,910206,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,41
7105,0,26244,North America,USA,USA,Teshekpuk Lake-E. Dease Inlet,Teshekpuk Lake-E. Dease Inlet,,70.6047833266,-153.925901011,confirmed,,,910206,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,41
7216,0,31073,North America,USA,USA,Colville River Delta Marine,Colville River Delta Marine,,70.5270050221,-151.406842092,confirmed,,,88709,little/none,0,,"Provided by Connie Sanchez of National Audubon in January 2013 and added as part of second revision, after changes to WBDB",4. refined polygon,"Connie Sanchez, Audubon",,03/15/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,41
7216,0,31073,North America,USA,USA,Colville River Delta Marine,Colville River Delta Marine,,70.5270050221,-151.406842092,confirmed,,,88709,little/none,0,,"Provided by Connie Sanchez of National Audubon in January 2013 and added as part of second revision, after changes to WBDB",4. refined polygon,"Connie Sanchez, Audubon",,03/15/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,41
7194,0,31050,North America,USA,USA,Barrow Canyon & Smith Bay,Barrow Canyon & Smith Bay,,71.2604578209,-154.665581098,confirmed,,,1186010,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,618
7194,0,31050,North America,USA,USA,Barrow Canyon & Smith Bay,Barrow Canyon & Smith Bay,,71.2604578209,-154.665581098,confirmed,,,1186010,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,618
7214,0,31071,North America,USA,USA,Chukchi Sea Nearshore,Chukchi Sea Nearshore,,71.1138976558,-157.973597502,confirmed,,,795056,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,618
7214,0,31071,North America,USA,USA,Chukchi Sea Nearshore,Chukchi Sea Nearshore,,71.1138976558,-157.973597502,confirmed,,,795056,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,618
7195,0,31051,North America,USA,USA,Beaufort Sea Nearshore,Beaufort Sea Nearshore,,70.5205164891,-147.590335247,confirmed,,,1384152,little/none,1,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,28
7195,0,31051,North America,USA,USA,Beaufort Sea Nearshore,Beaufort Sea Nearshore,,70.5205164891,-147.590335247,confirmed,,,1384152,little/none,1,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,28
7216,0,31073,North America,USA,USA,Colville River Delta Marine,Colville River Delta Marine,,70.5270050221,-151.406842092,confirmed,,,88709,little/none,0,,"Provided by Connie Sanchez of National Audubon in January 2013 and added as part of second revision, after changes to WBDB",4. refined polygon,"Connie Sanchez, Audubon",,03/15/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,28
7216,0,31073,North America,USA,USA,Colville River Delta Marine,Colville River Delta Marine,,70.5270050221,-151.406842092,confirmed,,,88709,little/none,0,,"Provided by Connie Sanchez of National Audubon in January 2013 and added as part of second revision, after changes to WBDB",4. refined polygon,"Connie Sanchez, Audubon",,03/15/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,28
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,718
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,718
6990,0,26088,North America,USA,USA,Ledyard Bay,Ledyard Bay,,69.6761085616,-163.680246481,confirmed,,,712083,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,718
6990,0,26088,North America,USA,USA,Ledyard Bay,Ledyard Bay,,69.6761085616,-163.680246481,confirmed,,,712083,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,718
7228,0,31085,North America,USA,USA,Icy Cape Marine,Icy Cape Marine,,70.4316745544,-162.341613691,confirmed,,,357568,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,718
7228,0,31085,North America,USA,USA,Icy Cape Marine,Icy Cape Marine,,70.4316745544,-162.341613691,confirmed,,,357568,little/none,0,,Pelagic site identified from Barrow-to-Baja Project analysis methods. Some sites clipped to initial terrestrial boundaries prodived by Audubon in Jan 2013,4. refined polygon,"Marine Team, BirdLife International",,10/09/12,,11/20/14,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,718
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,818
6969,0,26089,North America,USA,USA,Kasegaluk Lagoon,Kasegaluk Lagoon,,69.9881663379,-162.36599684,confirmed,,,873130,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,818
6990,0,26088,North America,USA,USA,Ledyard Bay,Ledyard Bay,,69.6761085616,-163.680246481,confirmed,,,712083,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,53,0,,,USA,,Arctic Beringia,0,,818
6990,0,26088,North America,USA,USA,Ledyard Bay,Ledyard Bay,,69.6761085616,-163.680246481,confirmed,,,712083,little/none,0,,"Derived from State level datasets and provided by Connie Sanchez of national Audubon in January 2013, some sites currently under review",3. draft polygon,"Connie Sanchez, Audubon",,02/11/13,,11/20/14,migratory birds/congregations,56,0,,,USA,,Arctic Beringia,0,,818
7242,0,31099,North America,USA,USA,Point Lay Marine,Point Lay Marine,,69.9192961318,-162.981306112,confirmed,,,95255,little/none,0,,Provided by Connie Sanchez and Tom Auer of National Audubon in October 2014,4. refined polygon,Audubon,,11/20/14,,,"VU, migratory birds/congregations",53,0,,,USA,,Arctic Beringia,0,,818
7242,0,31099,North America,USA,USA,Point Lay Marine,Point Lay Marine,,69.9192961318,-162.981306112,confirmed,,,95255,little/none,0,,Provided by Connie Sanchez and Tom Auer of National Audubon in October 2014,4. refined polygon,Audubon,,11/20/14,,,"VU, migratory birds/congregations",56,0,,,USA,,Arctic Beringia,0,,818
2701,0,15229,Asia,Bangladesh,BGD,"Sunderbans (East, South, West Wildlife Sanctuaries)","Sunderbans (East, South, West Wildlife Sanctuaries)",BD010,21.8109465559,89.3958451994,confirmed,,,156567,whole,5,Bangladesh Forest Department,,3. draft polygon,,,10/19/09,,,"CR/EN, VU, migratory birds/congregations",31,84,,,Bangladesh,Sunderbans,South Asia,1,,1467
3039,0,18021,Asia,India,IND,Kaundinya Wildlife Sanctuary,Kaundinya Wildlife Sanctuary,IN217,12.9559127768,78.5986106216,confirmed,,,97137,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"VU, endemic",30,82,,,India,,South Asia,1,,200
3042,0,18024,Asia,India,IND,Rajiv Ghandi Wildlife Sanctuary (Nagarjunasagar - Srisailam Tiger Reserve),Rajiv Ghandi Wildlife Sanctuary (Nagarjunasagar - Srisailam Tiger Reserve),IN220,16.2051076101,78.9080275288,confirmed,,,518310,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU",30,82,,,India,,South Asia,1,,5182
3043,0,18025,Asia,India,IND,Nelapattu Bird Sanctuary,Nelapattu Bird Sanctuary,IN221,16.6552706009,79.3871626507,confirmed,,,3744,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,migratory birds/congregations,30,82,,,India,,South Asia,1,,37
3046,0,18028,Asia,India,IND,Pulicat Lake,Pulicat Lake,IN224,13.6972320378,80.1572561898,confirmed,,,96187,most,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, migratory birds/congregations",30,82,,,India,,South Asia,1,,176
3047,0,18029,Asia,India,IND,Rollapadu Wildlife Sanctuary,Rollapadu Wildlife Sanctuary,IN225,15.742847899,78.3583955555,confirmed,,,520,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, migratory birds/congregations",30,82,,,India,,South Asia,1,,5
3048,0,18031,Asia,India,IND,Sri Penusila Narasimha Wildlife Sanctuary,Sri Penusila Narasimha Wildlife Sanctuary,IN227,14.381739314,79.2815258592,confirmed,,,127155,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic",30,82,,,India,,South Asia,1,,1271
3049,0,18032,Asia,India,IND,Sri Venkateswara Wildlife Sanctuary and National Park,Sri Venkateswara Wildlife Sanctuary and National Park,IN228,13.7224816264,79.3015776384,confirmed,,,96389,most,2,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic",30,82,,,India,,South Asia,1,,964
3128,0,18126,Asia,India,IND,Carambolim Wetlands,Carambolim Wetlands,IN175,15.4903771203,73.9274115439,confirmed,,,57,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic, migratory birds/congregations",29,80,,,India,,South Asia,1,,1
3196,0,18245,Asia,India,IND,Kole Wetland,Kole Wetland,IN239,10.6304765247,76.0593916336,confirmed,,,8032,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"VU, migratory birds/congregations",29,80,,,India,,South Asia,1,,25
3197,0,18252,Asia,India,IND,Peechi - Vazhani Wildlife Sanctuary,Peechi - Vazhani Wildlife Sanctuary,IN246,10.5318686635,76.3818479907,confirmed,confirmed,,17799,whole,1,"Original boundary recieved from Partner in August 2010, merged with alternative CEPF boundary pending further information",Digitized by BNHS,3. draft polygon,BNHS - CEPF,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,178
3202,0,18270,Asia,India,IND,Mahul - Sewree Creek,Mahul - Sewree Creek,IN161,18.9885884699,72.8723732809,confirmed,,,1529,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, migratory birds/congregations",29,80,,,India,,South Asia,1,,15
3208,0,18277,Asia,India,IND,Sanjay Gandhi National Park,Sanjay Gandhi National Park,IN168,19.2325623538,72.9147403166,confirmed,,,12881,most,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,129
3210,0,18281,Asia,India,IND,Thane Creek,Thane Creek,IN172,19.1099913033,72.9644519992,confirmed,,,6818,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,"VU, migratory birds/congregations",29,80,,,India,,South Asia,1,,68
3309,0,18411,Asia,India,IND,Watrap Periakulam and Virakasamuthrakulam,Watrap Periakulam and Virakasamuthrakulam,IN287,9.6271589725,77.5828606698,confirmed,,,37,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,,,10/20/10,,,migratory birds/congregations,29,80,,,India,,South Asia,1,,0
9014,0,18125,Asia,India,IND,Bhagwan Mahavir Wildlife Sanctuary (including Molem),Bhagwan Mahavir Wildlife Sanctuary (including Molem),IN174,15.3562407639,74.2490742228,confirmed,confirmed,,22883,whole,4,Recieved from Partner in August 2010 and Imported from CEPF Western Ghats Hotspot Profile in September 2015,Digitized by BNHS,4. refined polygon,BNHS / CEPF,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,68
9015,0,18128,Asia,India,IND,Mhadei Wildlife Sanctuary and area,Mhadei Wildlife Sanctuary and area,IN177,15.5789838546,74.1968815354,confirmed,confirmed,,22528,some,1,"Recieved from Partner in August 2010, retained in preference to CEPF profile placeholder circle",Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,67
9016,0,18205,Asia,India,IND,Bhadra Wildlife Sanctuary,Bhadra Wildlife Sanctuary,IN182,13.5614737953,75.6227566287,confirmed,confirmed,,43236,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic",29,80,,,India,,South Asia,1,,432
9017,0,18206,Asia,India,IND,Bhimgad Forests,Bhimgad Forests,IN183,15.4984831535,74.3052721815,confirmed,confirmed,,60134,little/none,0,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,383
9018,0,18211,Asia,India,IND,Gudavi Bird Sanctuary,Gudavi Bird Sanctuary,IN188,14.4317021448,75.0126304416,confirmed,confirmed,,83,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, VU, endemic, migratory birds/congregations",29,80,,,India,,South Asia,1,,1
9020,0,18237,Asia,India,IND,Shettihalli Wildlife Sanctuary,Shettihalli Wildlife Sanctuary,IN214,13.8917577466,75.3986849093,confirmed,confirmed,,69157,whole,1,Recieved from Partner in August 2010,Digitized by BNHS,3. draft polygon,BNHS,,10/20/10,,,"CR/EN, other",29,80,,,India,,South Asia,1,,692
9021,0,18238,Asia,India,IND,Amarambalam Reserved Forest - Nilambur,Amarambalam Reserved Forest - Nilambur,IN232,11.3464866318,76.3362832231,confirmed,confirmed,,74034,whole,2,"Original boundary recieved from Partner in August 2010 was merged with adjacent, but larger CEPF boundary in June 2016",Digitized by BNHS,3. draft polygon,BNHS - CEPF,,10/20/10,,,"CR/EN, VU, endemic, other",29,80,,,India,,South Asia,1,,558
